-4.260968361904879202e+03,1.802128688545799832e+03,1.728721039089859914e+03,-3.926245569240460327e+02,8.665657522145367011e+02,-4.137849361100338683e+02,7.931773753124823543e+02,-1.835577549836241928e+02,5.973275366990969815e+01,-1.824925433980756111e+02,1.300762517005198333e+03,-5.637194872531023293e+02,6.736421271884955786e+02,-2.831500847514685759e+01,3.659771576817817618e+02,-1.086739759126019180e+02,3.707910605854214054e+02,-1.511573354077592057e+02,7.511867649805033125e+02,-4.491368988058314926e+01,4.738952326400945481e+01,-1.639300409922073953e+01,-1.637044519554127930e+01,-5.288527726440945997e+01,1.039063614993435749e+02,-1.525349548490020979e+01,-4.879108683611934794e+01,-1.681919430129684656e+01,-5.934155532558041557e+01,7.466749697623372128e+01,4.245701235151264541e+01,7.554709837445454923e+01,7.735120693979069983e+00,-9.599607122057390995e+01,-2.579658430283483028e+01,-1.512287322852234261e+01,-2.608044279577917024e+01,-1.078992136471653822e+02,-7.731312298953350037e+00,-4.347609330767476621e+01,-5.534034487805422486e+01,-8.409437935171709455e+01,4.592431058791382270e+01,2.880149310597762025e+01,9.996095896762038535e+01,9.268374437706600588e+01,1.799529268018513761e+01,4.444161516561425884e+00,5.850084358987734277e+02,-3.683790443651878945e+02,-9.682709404746253767e+01,-1.357038262415049985e+02,-9.395891168895929013e+00,-1.737531765320398947e+01,4.638233354013428311e+01,3.592195778489072922e+01,5.645028888778824694e-11
-3.366028457043268645e+03,3.011283704606038555e+03,2.185509416502100521e+03,6.003029804638608766e+02,7.558369631484103479e+01,-1.013823535790148981e+03,-2.411713444832507776e+02,-6.864213324712786743e+02,-1.565463896081650432e+02,2.585320557795662353e+02,3.043976590954366657e+02,-7.960473143185233766e+02,9.605103263837526129e+02,5.061875804107793329e+02,5.578987768927849800e+01,-6.068163641950574316e+01,-2.321138263725691786e+02,7.571610438751137906e+01,-5.626604384509599868e+02,-3.215621817403510363e+01,-3.306224503166960744e+02,2.624750809202565165e+02,-1.344264171658628300e+02,-1.039973670940777595e+02,1.136449840175987731e+02,1.370139046661983961e+01,-4.709077811658499257e+01,6.345844330263987310e+00,-8.660210997177286174e+01,5.712605412649467240e+01,5.533220320360243250e+01,1.035868674387475039e+02,1.760565819071204885e+01,-1.254800307685723624e+02,-9.681724379868120067e+00,-1.565294765470840446e+02,1.965248730478909778e+01,-1.042700895890339012e+02,4.224550705280476137e+01,-1.203700583053368547e+02,-1.254828016524051293e+02,-8.284353829891665910e+00,7.854491391837976835e+02,-1.901709151310156756e+02,-1.675332030361583406e+02,-6.891148238620314714e+01,1.014023610989916193e+02,1.456817118784743457e+02,-1.141841893562154553e+02,1.822757955870978108e+00,-1.846834147007545823e+01,-3.578032678144052170e+01,-1.563636793856269946e+01,5.613265468193986862e+00,1.689384060538518639e+01,9.708615975788465136e+00,4.883471405037198565e-11
-2.131215904705446974e+03,3.690594060987712965e+03,1.657096369694722398e+03,1.187934765975590835e+03,-9.668016961006396741e+02,-8.768240712076208183e+02,-1.094022491645447417e+03,-3.544474859623285852e+02,-7.408190298493534556e+02,-1.964914978279414299e+02,2.655395410154842040e+01,-1.204400655621111355e+03,2.287137702073468120e+02,-2.761923815984520729e+02,-6.244875505775991087e+02,2.653375713205631428e+02,2.008492844284904777e+02,7.206205892513543176e+01,4.580496080647615145e+02,-6.773713843344611973e+01,-3.251362967630790024e+01,-1.470952124821665166e+02,1.349854187055822479e+02,-1.115497107784878636e+02,1.378256911932808038e+01,-4.655271040121122894e+01,-3.883882675278210428e+01,3.372475843042393251e+01,-5.400163922689780094e+01,4.540041803477279103e+01,5.329674191320090415e+01,2.008048611554738017e-01,3.525116546650208704e+01,-9.876878567040907342e+01,-4.025785529001953478e+01,3.919440663657024970e+01,-5.368380619485525784e+01,-7.821486821500975850e+01,1.574827276137316190e+01,-8.214020718384368536e+00,-2.120515435827224238e+01,-2.670793242401317116e+02,-5.798218357970471004e+01,-2.190322143072671679e+01,4.063339623895649311e+02,-6.697455519439979525e+02,-1.133904830141414379e+02,2.571030763175223388e+00,-6.500523297797661826e+01,4.684422981245396578e+00,-3.529866853168828555e+01,-3.559430346012739932e+01,2.000484792361185171e+01,-2.066333701424978742e+00,1.072189295988521174e+01,1.721559728249394183e+00,7.043551852881080322e-11
-5.368135807979674610e+02,4.248696936672406082e+03,-2.560924199113403006e+02,1.767748856121691006e+03,-1.520694544583603829e+03,1.277414970650295203e+02,-6.200195942131229003e+02,7.845617958695563630e+02,-3.438653373876616115e+02,-8.244830743866331204e+02,1.174854976405025582e+03,-5.827289465534203146e+02,2.946250200095034302e+02,1.028783461301183877e+02,4.234457973829762523e+02,-2.542676205461112602e+02,1.283214133028650679e+02,-3.218623907490172087e+02,-2.849810080929507876e+02,-1.103021058112163360e+02,-8.915913989514257310e+01,-1.281759501043746354e+02,-1.986840518517132637e+02,4.226832123769757459e+02,1.410713288192625825e+01,-2.012100249886501757e+01,5.743913052361956773e+01,8.331601601298416426e+01,-5.710567215229927740e+01,1.322901156294289819e+02,5.486084645836822205e+01,3.144717059976064633e+01,-2.117728047102803046e+00,-6.651773586337667155e+01,-4.597887146101079736e+01,-7.778199213533738998e+01,-5.633636598473171375e+01,2.756781630376744374e+01,1.614942395321257251e+01,-1.208239573239865621e+02,-1.320070061130604984e+02,-4.254238511729789138e+02,-3.585527370892011731e+02,-3.717960937516184572e+02,-5.185052335069722176e+02,-6.617521079967515618e+01,1.100098193762587506e+01,4.252806388523228520e+01,-3.693163143448391850e+01,-3.780500219125084982e+01,-4.951732855633401265e+00,-3.324878469785192436e+01,-1.344018668175737830e+01,-1.962713804168334519e+00,2.159359759296551218e+01,8.508795932593844924e+00,1.321490139538639141e-11
7.925224396048691915e+02,4.393090702898432028e+03,-1.459673942435488698e+03,1.718444390267171229e+03,-5.951184115316859788e+02,7.404562090220608752e+02,5.200922874532470814e+02,4.459968644699180800e+02,7.898506651631781494e+01,-2.336301753628175959e+01,6.842829520972229602e+02,-6.430472538055403220e+02,9.756315567031383580e+02,2.779749842945298042e+02,-2.354441118646407745e+02,2.727860180484559010e+02,-1.461270440667612149e+02,7.654815508195288203e+02,2.157728804170002945e+02,-6.587366064458228720e+01,8.610642948800503405e+01,1.074667093908121274e+01,-1.982402127351166143e+01,1.464299670124815123e+01,8.851669373907944305e+01,-2.041865865798570923e+01,-5.779911335391623339e+01,-3.573788169294878116e+02,-1.099553547874851631e+02,-1.339411521115929986e+02,-2.712793076601052888e+01,8.954905010843796731e+01,-1.292152223972087768e+02,-8.470707495786120944e+01,2.151332500320952246e+00,4.056739212544089668e+01,-8.064378736003583015e+01,-2.818069564416609865e+02,-8.491573216907406163e+01,-2.587467968713645519e+02,-5.172563492549425064e+02,6.288215959783090057e+02,-2.196635687559387975e+02,-4.674286720319160793e+01,-2.652828366108942504e+01,-9.570064729038946894e+01,2.037912321885200839e+01,-9.559074937484329126e+00,-6.215223369493280359e+01,-8.285827598159301033e+00,-1.363689802279409768e+01,-3.431450169412332230e+01,5.146750678872317408e+00,-6.778225855237353770e+00,9.190752694388217847e+00,1.240359610420401815e+01,-3.371587731226810547e-11
1.842579449832241153e+03,4.041601666942916381e+03,-1.925546463021435329e+03,9.838821526520650878e+02,5.326550898496774380e+02,5.240975591763469765e+02,6.436923320660063155e+02,-4.105351318846515483e+02,-3.568346087337837957e+02,4.337350544352193538e+02,2.320205232387074261e+02,-1.149352701766837072e+03,7.274323135823888151e+02,-7.288375690890846670e+01,-4.594491937364638261e+02,-1.196992396782336812e+02,3.966931532840063710e+02,-7.508669004535819340e+02,-9.662754929626039768e+01,-4.686719202875542578e+01,8.260269198697946536e+01,-3.995081006080943808e+01,-1.476134944147042027e+01,-7.168696225209100703e+01,1.021662612956011458e+02,-9.850429178957814003e+00,-3.853456782792763846e+01,3.141654130663724587e+01,-7.821619734112634603e+01,5.544204110583626033e+01,3.798669926438964950e+01,1.699969366986288151e+02,-2.558846546263350206e+02,1.337832602824300920e+02,-3.157613671536204691e+01,-1.689938452130013857e+01,-1.426606319007514756e+01,-6.252941482976012821e+00,7.670426086781279906e+00,1.494522577853743428e+01,-3.879306652754561213e+00,-6.177177477464310584e+01,2.040347743088153720e+01,2.341588078939591000e+01,1.019296125413649001e+01,5.544246467521200827e+01,3.806408029721740149e+01,-1.738639099384070619e+01,5.650507977457296249e+01,7.427149458864506926e+01,2.069979877539898183e+01,2.722400346846034722e+02,4.524051463630927401e+02,-2.184533762888456749e+02,8.953122371563421211e+01,2.760125990406729812e+01,6.218253689738162393e-11
3.102900382020080997e+03,3.282540710932785260e+03,-1.782458552175584373e+03,-3.816696811523299289e+02,1.259000164611643413e+03,-2.651462060685609572e+02,-5.212967130735133878e+02,-8.679651598561413266e+02,-8.972060410009983116e+02,-3.041139665287185494e+02,8.195654099817083988e+02,-1.143231743021242892e+03,-9.540953821540520607e+01,-1.487484199958589102e+02,4.984562239607212177e+02,-2.332945771164592372e+02,-1.341484978306530991e+02,4.265201107621076062e+02,-4.496710888481436541e+01,-3.010245234407477710e+01,8.229537783932782702e+01,-4.229943110371269910e+01,-7.943715710895071425e+01,-6.869933930211885809e+01,1.138105605136430114e+02,-8.701305755921470109e+01,-5.832026009476101791e+01,1.737839742046903098e+02,-6.794983342892057010e+01,-2.107469593988101053e+02,1.247559656737790235e+01,2.554601178488637458e+01,1.066917810140191989e+02,-1.175712732744646516e+01,1.343079020432309534e+01,-3.907706055981642379e+01,-2.358431050743913460e+01,-1.025270948627052121e+02,7.353925674810414037e+00,-3.256611335769947146e+01,-1.766045022414267152e+01,-1.317337329358358318e+02,5.286390654208269524e+01,6.891614743833693879e+00,7.600453696835926110e+01,1.436333681493683514e+02,1.482579119487174353e+02,-6.623652043553511248e+02,-2.087591853130033144e+02,-8.784531069769415978e+01,-1.108866783660938609e+02,-5.958433710500396785e+01,-2.022454940188086425e+01,-6.467151222653123810e+00,1.383436795850974477e+01,2.063910241378246724e+01,1.378938352392111710e-10
4.218021462927431458e+03,2.049390228340728299e+03,-1.165873407698604296e+03,-1.301851435775181926e+03,7.623583151242120266e+02,-1.157317986044215559e+03,-8.185499970050443608e+02,-4.644873229979657481e+01,-2.454623501436851818e+00,-8.733463850341112220e+02,8.225000149632221564e+02,-3.268151574049140891e+02,8.760169743284701553e+02,5.037236666060471180e+02,-4.632242199403613085e+02,4.606008839694846415e+02,2.173851911250976912e+02,-1.131143030481253078e+02,4.587728793141545225e+01,-5.806423194826159317e+01,9.775489113588410817e+01,-2.770201283913577228e+01,1.109877785884685153e+01,-8.120754543716583385e+01,2.309168718723554647e+01,-1.767910126441858552e+02,4.511520654942511044e+01,-7.272935433638807012e+01,-9.818821888132561071e+01,9.370543400055939287e+01,7.458475629418252595e+01,1.475883657528643198e+02,-4.108007768515714986e+01,-2.397019560106762981e+02,1.251523164217040573e+02,2.599330199944889728e+02,4.873770573350882529e+01,-2.461881617902395192e+02,-5.757827716834626699e+02,4.225759950077631402e+02,4.699286582081003871e+02,1.943991734167543370e+02,-9.939920538704040354e+00,-1.301942335007011309e+02,-1.467898653128526121e+02,-5.176735088106212856e+01,-1.519621713451803302e+01,8.102252850842400989e+00,-3.978649014084776070e+01,-3.115762221179192082e+01,-3.807388339664194987e+00,-2.606303979619103472e+01,-3.773908768950851034e+00,1.525155572810994453e+00,1.562651143745856075e+01,8.077168779779574592e+00,1.114774106358851213e-10
4.749537922993456050e+03,3.645246173818613897e+02,2.307900494719785627e+02,-1.893183000363605970e+03,-6.869220888909156884e+02,-1.147928341811715654e+03,1.050386667729358692e+01,1.001188292865807966e+03,8.827407622985879243e+01,1.321679991408294654e+02,3.696046866147030983e+02,-1.137259878491168365e+03,8.520266049545301712e+02,-3.446490003214271951e+02,-4.922398503867245978e+01,-4.353054562649023183e+02,3.200689085584613736e+01,1.272075519371881711e+02,9.453409612747016411e+00,-6.199354832680789684e+01,2.764754192423361019e+02,1.863358024277676748e+02,-5.076251548421997484e+01,-5.438470653791605969e+01,-4.766118984528584406e+02,-9.329916043304393725e+01,-7.399304949698075973e+01,1.014616578926752766e+01,-2.953579943145076570e+01,1.753598332546238225e+01,1.001667592388733681e+02,-4.778223409669364941e+01,1.769140416744659206e+01,-1.585014867992775578e+02,-4.696220673192171802e+01,8.552391680362214856e+02,2.733874481277675272e+02,5.002961686361692841e+02,1.716586217088478179e+02,-1.237128072657286708e+02,-6.832396794782350469e+01,4.415594715631922185e+01,7.583245713913233033e+01,4.813115329154234345e+00,-5.377653069178180090e+01,-4.433803722169404438e+00,-3.942774824462027539e-01,-2.853323001040758911e+01,6.207484593543410867e+00,2.776783697406096429e+00,-1.692478904462264921e+01,-1.130978393242702751e+01,-3.629840974169775691e-01,-9.499346005857644215e+00,1.927524636556032789e-02,5.636820930530832996e+00,1.044458408649973080e-10
4.509457932831942344e+03,-9.831722784367786971e+02,1.030875681987531607e+03,-1.339967479380561372e+03,-1.638249358057433028e+03,-1.170597018286091640e+02,9.845555535880995421e+02,-2.686546624193484831e+02,-1.130826669284376976e+03,2.060395062895838123e+02,8.686743903565621849e+02,-8.978926861071715848e+02,1.540407836967249864e+02,4.269438290108238334e+02,1.019057047009308405e+02,5.714273774439079716e+02,-4.669301985283262013e+01,-9.615797649702579974e+01,-4.160004912092471585e+01,-7.239438107898359931e+01,1.538999586680752145e+02,-7.536835463102897847e+01,1.010924975261251468e+01,-9.651285961421301351e+01,5.514926128551069695e+01,1.841951941672148791e+02,3.066343225320090369e+02,1.842494243580814484e+01,-1.268461527881281903e+01,-2.602876975895270562e+01,-2.208908292993973177e+01,3.552957437688749565e+01,-8.113157231088688803e+00,-5.478248310752876193e+01,-7.864657238061750988e+00,-4.946826012404687134e+01,-4.428256897952438820e+00,-4.794872201729673122e+01,-2.142242170841137039e+01,1.203250790892701083e+01,-1.920478985911261205e+01,-6.292166367849299036e+01,-9.659321035870295447e+00,4.358487843275315754e+01,2.323161440760071628e+01,1.140312782745980087e+02,-6.777769255816693317e+01,1.791278784816855563e+01,1.731608325599338798e+02,5.373502910920417435e+02,-3.333750980396354180e+02,-1.492533946143706771e+02,-5.981771880728172164e+01,-4.374723007190719670e+01,2.159362984494368831e+01,1.974698003043452843e+01,4.955963417430098161e-11
